"customer_id","email","first_name","last_name","phone","address_line1","address_line2","city","state","postal_code","country","created_at","updated_at","is_active","customer_segment","lifetime_value"
"004844fa-df83-4bdc-a8a7-842af945cb64","browngregory@example.com","Michelle","Gray","999.566.5319","379 Moore Knoll Suite 325","NULL","Sharonbury","HI","80453","US","2024-04-05 18:59:11","2024-04-05 18:59:11","1","High Value","7931.62"
"004f5c08-75c7-4d3a-baff-d4e89eda55fb","rbailey@example.net","Andre","Long","510.729.4777","813 Brian Manor Suite 377","NULL","North Alecbury","OR","91400","US","2024-06-04 11:24:58","2024-06-04 11:24:58","1","Medium Value","3260.03"
"0050bf56-4b3d-4805-b332-6a0797deebfe","brianwilson@example.net","Dustin","Garcia","+1-734-405-5954x7310","4171 Brandt Spring","NULL","Brandonhaven","GU","48339","US","2025-07-11 00:40:46","2025-07-11 00:40:46","1","New","3948.57"
"0057d5c7-0b14-4089-beed-c39b186ccbff","kimberlycarpenter@example.com","Michael","Carter","+1-992-757-9356","335 Baker Hill","NULL","West Leah","IA","10078","US","2024-06-06 07:13:06","2024-06-06 07:13:06","1","Low Value","1177.93"
"0061d1a0-02e3-4e48-b941-1c3db4d9b7c4","diana80@example.org","Robin","Edwards","001-998-808-6959","6349 Montgomery Shores Apt. 243","NULL","Cindyburgh","WI","04900","US","2025-11-10 06:06:21","2025-11-10 06:06:21","1","Medium Value","4968.27"
"006cb845-f6da-4b94-93f8-5a628599ad6c","floresnancy@example.com","Carlos","Graves","+1-323-400-2560","55793 Garcia Run Apt. 877","NULL","North Heatherburgh","OH","55858","US","2024-04-07 21:49:22","2024-04-07 21:49:22","1","New","8088.96"
"00730f9d-ee09-4f20-a6a8-fefa9f491b96","rachel72@example.net","John","Stewart","494.689.4683","72390 Berger Forest","NULL","Julieberg","HI","48395","US","2025-03-01 10:39:39","2025-03-01 10:39:39","1","New","1580.53"
"007634b4-a2b2-42ae-b176-7ad24590ea09","cchristian@example.net","Jessica","Thomas","(543)264-0332x299","380 Rachel Route Apt. 734","NULL","Jesusfurt","MH","74429","US","2025-11-01 09:26:44","2025-11-01 09:26:44","1","High Value","8737.44"
"008968cb-b29c-4311-87ce-01aea9d86c04","watkinsheidi@example.net","Adam","Harrison","(727)320-3857x02904","68612 Davis Run","NULL","Staffordside","MN","54424","US","2025-10-04 00:03:10","2025-10-04 00:03:10","1","New","760.39"
"008adb1c-2031-475e-9a36-42767fc6279d","george49@example.net","Edward","Edwards","857.691.9416x4126","816 Cynthia Freeway Apt. 977","NULL","Goodwinstad","KS","14897","US","2025-08-28 11:37:00","2025-08-28 11:37:00","1","High Value","2.01"
"008d3454-437f-40b0-b5f6-1b6e6b9e46cb","lowejeffrey@example.net","Ronald","Jones","5919585892","3699 Karen Common","NULL","West Aprilborough","WY","30753","US","2025-02-09 17:13:33","2025-02-09 17:13:33","1","Medium Value","1291.85"
"00919db2-99a2-402d-aec8-9542caabed2c","abates@example.net","David","Rivas","4616022483","7065 Robert Orchard","NULL","Johnton","WI","44903","US","2025-03-18 21:08:39","2025-03-18 21:08:39","1","New","2469.54"
"009a0b16-8a98-4229-9ee6-cd1935ca7ef4","andrea32@example.com","Bryan","Scott","(880)776-6062x006","666 Harris Rapids Suite 548","NULL","South Gabrielle","MD","66137","US","2025-03-04 19:17:50","2025-03-04 19:17:50","1","Medium Value","244.42"
"009f2b47-232f-43fa-9633-5af7149b0561","christine81@example.net","Veronica","Harper","814.814.1023","74021 Snyder Manors Suite 562","NULL","Petermouth","AZ","75627","US","2025-09-02 22:14:04","2025-09-02 22:14:04","1","High Value","9325.45"
"00a2e9cb-d2d4-45d9-8aea-60e9ff7d68eb","katelynrodriguez@example.com","Ashley","Lee","(920)496-0626","43859 Glover Street","NULL","Traciport","RI","58203","US","2024-05-05 03:48:03","2024-05-05 03:48:03","1","Low Value","8732.91"
"00a51991-7eb9-4fdc-ae0f-12f1178c9cf5","joshuagriffin@example.com","Karen","Hanson","875-370-6422x42310","84540 Macdonald Causeway Suite 239","NULL","Smithchester","MA","35051","US","2025-07-07 16:14:18","2025-07-07 16:14:18","1","High Value","95.97"
"00a5404d-97f5-40e1-a090-23e0ffef4a37","bennettamy@example.org","Patricia","Turner","(941)888-5295x51581","39797 Kimberly Square","NULL","East Danielbury","AZ","15815","US","2025-01-04 01:34:17","2025-01-04 01:34:17","1","New","9820.28"
"00ae4022-6d98-4a2a-bc80-e84ea55f9c81","uthompson@example.org","Bethany","Wilkerson","+1-205-708-3751x736","316 Young Streets Apt. 152","NULL","West Troy","MD","93818","US","2025-08-16 08:43:22","2025-08-16 08:43:22","1","At Risk","5313.21"
"00b0a970-692e-4c50-af40-09a9c93f890c","elizabeth59@example.org","Cindy","Burns","+1-882-710-3795x2330","58708 Roberts Drives","NULL","Robertton","WA","55060","US","2025-02-07 00:19:15","2025-02-07 00:19:15","1","High Value","9878.74"
"00b0bd0f-2801-49e6-b721-c335cdf1c958","pherrera@example.org","Angela","Smith","(505)305-9789","24866 Cameron Squares","NULL","Lake Kerryfort","MS","78639","US","2024-10-27 07:04:39","2024-10-27 07:04:39","1","High Value","8787.43"
"00b62714-70e9-4bef-959d-09cb1d9631c2","carterjennifer@example.org","Jonathan","Webb","791-702-5196x496","3586 George Squares","NULL","East Kelly","WI","38835","US","2025-01-15 14:01:13","2025-01-15 14:01:13","1","At Risk","3730.77"
"00b92cc5-6138-40a6-abc5-1c21976f4dcf","millermatthew@example.org","Kelly","Jones","831-718-9142x458","71309 Richard Knoll","NULL","Buchananside","FL","51562","US","2024-05-30 08:07:30","2024-05-30 08:07:30","1","New","2592.26"
"00ca30bd-cf9b-499e-a429-5c47ab528d4e","patelkim@example.net","Michael","Phillips","873.495.1522x29072","01554 Jones Camp Suite 995","NULL","Medinastad","IA","22568","US","2025-08-17 18:28:37","2025-08-17 18:28:37","1","Medium Value","5080.94"
"00cc887d-c961-4e6e-8753-0d32a1b32578","williammaldonado@example.org","Richard","Watson","+1-599-476-7535x756","39251 Green Path","NULL","Eugeneville","FL","69193","US","2025-11-01 02:09:22","2025-11-01 02:09:22","1","At Risk","9239.55"
"00d1f7d5-9b4d-4b74-9727-a20f36020f2e","stevenpena@example.net","Tony","Villegas","5245893430","7857 Timothy Mission","NULL","New Timothy","DC","26827","US","2025-10-25 04:43:20","2025-10-25 04:43:20","1","High Value","2001.76"
"00d29dc6-5dd8-4d3a-ac74-0b2b64a63ad2","adamsmatthew@example.org","Richard","Jones","001-741-706-6911x805","703 Garcia Estate Suite 814","NULL","Port Kelly","AL","45574","US","2024-02-27 13:32:52","2024-02-27 13:32:52","1","Medium Value","1081.15"
"00d6e33a-4c26-45e8-91c2-7e6007d6e5b6","karen62@example.com","Anne","Perkins","674.734.6742x4286","88353 Douglas River","NULL","Brooksfurt","AS","74533","US","2024-05-19 05:37:54","2024-05-19 05:37:54","1","Medium Value","162.80"
"00e8f551-fa39-4e03-b82d-b3289b878310","michael81@example.org","Ricardo","Cunningham","248.648.3772x69516","4099 Dean Throughway Apt. 438","NULL","North Johnbury","NC","76587","US","2024-10-30 01:42:46","2024-10-30 01:42:46","1","Medium Value","6321.40"
"00ffc4e6-89f0-45f9-87a1-30e233a50f2e","buckleybradley@example.net","Matthew","Bennett","817.811.6124x984","664 Morton Island Suite 713","NULL","North Laura","KY","22765","US","2025-09-02 23:01:49","2025-09-02 23:01:49","1","Medium Value","8624.81"
"01000fc4-bceb-4b6d-8452-0558c7f514dc","kaylamiller@example.com","Kelli","Perry","001-564-872-3395x293","986 Matthew Estates Apt. 919","NULL","Morenoborough","CO","65703","US","2024-09-19 04:08:13","2024-09-19 04:08:13","1","Medium Value","1617.56"
"0104e111-22fb-428c-a810-cb6a095052f5","clarksamuel@example.org","John","Byrd","+1-642-359-5872x2066","878 Williams Common","NULL","Kennethton","AR","30848","US","2024-09-14 06:59:36","2024-09-14 06:59:36","1","Medium Value","7080.05"
"0104f7b2-158c-439d-8b10-1b28efb00e8e","daltonandrea@example.net","Robert","Simmons","001-364-565-5818x468","542 Brooks Centers Apt. 335","NULL","Port Brenda","MT","36965","US","2024-03-09 14:47:08","2024-03-09 14:47:08","1","Medium Value","5310.22"
"01061938-db5a-4e9d-a4d7-ac854bf51dd4","victor99@example.net","Amanda","Williams","(840)900-1552x998","413 Williams Views Apt. 733","NULL","Lloydside","IL","73419","US","2025-04-21 07:52:19","2025-04-21 07:52:19","1","High Value","5890.33"
"010e4b0c-6613-4048-a7db-d3bcbfbe188e","rgreen@example.org","Kimberly","Vazquez","001-777-730-5864x351","37218 Lopez Loaf Suite 866","NULL","East Bryan","PA","86238","US","2025-11-12 15:15:54","2025-11-12 15:15:54","1","High Value","8584.46"
"010fea12-81eb-46bf-8294-eb4fd0126967","qhill@example.org","Victor","Walters","244.923.5423x02520","8692 Mckinney Burgs","NULL","Port Charlesmouth","UT","30000","US","2025-12-21 14:15:51","2025-12-21 14:15:51","1","New","4312.61"
"01124a82-1938-4da9-9376-daa47f905079","emilyramirez@example.net","Justin","Green","(571)584-2707x1337","008 Shannon Locks Apt. 403","NULL","Johnstonland","WA","54077","US","2026-01-14 14:29:33","2026-01-14 14:29:33","1","High Value","5977.38"
"011a669f-d457-42ff-bb1e-5bc16b73a269","taylorgeorge@example.net","Mckenzie","Cox","(735)395-2754","6901 Munoz Crossroad","NULL","Salinasberg","SC","66648","US","2024-03-26 02:35:46","2024-03-26 02:35:46","1","Low Value","6405.26"
"011c29f4-07a6-43fe-bb0f-3a4d3317fde2","bjoseph@example.org","Luis","Stein","2318648135","218 Maria Flat","NULL","Port Christian","IL","41431","US","2025-10-10 11:00:21","2025-10-10 11:00:21","1","New","4053.38"
"01229b65-2824-44c6-9c08-fc9d147dd88d","blakealan@example.com","Joe","Brown","001-376-602-8853","4791 James Avenue","NULL","East Connie","KS","15636","US","2024-09-27 17:54:39","2024-09-27 17:54:39","1","High Value","7523.39"
"013041ce-9567-401d-ae70-6ed73bf0234d","mackdennis@example.org","Sarah","Nguyen","(919)644-4979x4084","9952 Hess Inlet","NULL","Michaelberg","AL","33901","US","2024-12-18 05:20:41","2024-12-18 05:20:41","1","At Risk","3421.00"
"0138870b-564b-447c-ba14-381499679f76","davidmurray@example.com","Aaron","York","731.428.3624x31580","409 Phillips Locks","NULL","North Gary","MA","18404","US","2024-06-04 22:42:28","2024-06-04 22:42:28","1","Medium Value","2825.60"
"01443972-1a8d-4a80-9719-429dbfe4be41","okelly@example.org","Jamie","Henry","957.237.9750x4826","102 Collins Row Apt. 670","NULL","Harrellport","IL","72502","US","2026-01-13 23:12:48","2026-01-13 23:12:48","1","At Risk","8059.93"
"01488567-f853-41bb-b7bf-6c74540fe585","catherinedonovan@example.com","Charles","Wiggins","882.940.8230","9041 Megan Dam Apt. 972","NULL","Kyleton","MI","05636","US","2024-12-15 20:34:18","2024-12-15 20:34:18","1","High Value","5614.35"
"01572803-5f68-46ce-9745-0ae5c1cd10f3","krobinson@example.com","Rachel","Jenkins","693.313.5598x583","0554 Allison Wall Suite 006","NULL","Fosterstad","MO","90764","US","2025-12-27 11:57:11","2025-12-27 11:57:11","1","At Risk","689.24"
"015775ff-ecfc-44cc-b248-70be592cac5f","iruiz@example.com","David","Khan","+1-970-568-6437x7780","46600 Norma Springs Apt. 407","NULL","Pennytown","AZ","35977","US","2024-07-07 17:09:52","2024-07-07 17:09:52","1","High Value","9400.43"
"01644498-a01a-447f-a5c9-fb882ef29151","trodriguez@example.org","Christopher","Wang","3527978157","74814 Morgan Light Apt. 855","NULL","West James","OR","83362","US","2025-03-02 18:26:59","2025-03-02 18:26:59","1","Low Value","7486.22"
"0165866b-5c58-4b25-adf1-8bbe3ee41709","vwalls@example.org","Robert","Frazier","(316)422-9564","4851 Michael Mall","NULL","West Christopher","AL","44231","US","2026-01-05 11:08:37","2026-01-05 11:08:37","1","Low Value","4556.61"
"0167c6a8-0daa-44d9-b7bf-f33aac3b932c","tammy17@example.org","Douglas","Schmidt","783-264-7021","381 Keith Island","NULL","North Susanborough","HI","32551","US","2025-06-03 07:08:19","2025-06-03 07:08:19","1","New","7933.66"
"016cc7b7-681d-43e3-aa13-602f8d997ea3","epayne@example.net","Lori","Mitchell","001-648-587-7241x420","3584 Victor Islands Suite 196","NULL","New Dean","WY","89487","US","2024-05-03 08:11:11","2024-05-03 08:11:11","1","High Value","9194.02"
"017ca496-e46d-4046-8de1-f14d8100d9d7","ohaney@example.com","Jonathan","Harris","+1-817-393-4678","5951 Thomas Harbor Suite 215","NULL","North Taylorshire","TN","40680","US","2026-01-18 18:08:21","2026-01-18 18:08:21","1","New","6137.15"
"017cb0ae-beb5-4c5d-992d-52628ec29f1e","bonnie92@example.net","Jennifer","Martinez","988.863.0370x743","397 Rebecca Forges Suite 170","NULL","Lake Robert","SC","91922","US","2025-01-28 09:56:16","2025-01-28 09:56:16","1","At Risk","601.39"
"017fc28d-3a71-4553-aab7-1a6db46933db","edward41@example.net","Kevin","Pena","819-669-4062","50064 Miller Vista","NULL","West Benjaminhaven","WI","35910","US","2025-10-29 00:46:54","2025-10-29 00:46:54","1","High Value","5548.90"
"0180e40b-e8cf-4d31-a49c-6339d91d5e8d","tinasnyder@example.org","Kyle","Odom","800.219.8669","68520 Kelly Port Suite 383","NULL","West Curtis","LA","71392","US","2024-06-24 13:14:52","2024-06-24 13:14:52","1","Medium Value","7396.13"
"01864a44-8f50-494a-8650-7ca132d036c4","alyssalong@example.net","Mitchell","Miller","519-286-9134","967 Wells Turnpike Apt. 527","NULL","North Angelatown","FL","47832","US","2025-10-29 12:24:18","2025-10-29 12:24:18","1","Medium Value","6102.32"
"018a78e7-9187-4f01-b64a-55f0d05e7718","qsheppard@example.com","Daniel","Brandt","(743)408-5788x011","280 Hicks Creek Suite 856","NULL","Johnburgh","NH","72327","US","2024-04-03 20:06:02","2024-04-03 20:06:02","1","Medium Value","2146.39"
"018c93ed-2941-4681-827a-b0d1297ff15d","haileyrose@example.net","Anna","Morton","360-424-4392","3979 Isaiah Forges Apt. 859","NULL","Nelsonville","FL","69365","US","2024-08-09 02:53:32","2024-08-09 02:53:32","1","Medium Value","6577.17"
"018cfec9-09fe-4591-b358-77a3338f9695","deborahcarr@example.net","Matthew","Foster","+1-519-396-4303","81141 Atkinson Ports","NULL","East Shelleyshire","HI","19622","US","2024-05-18 23:32:32","2024-05-18 23:32:32","1","New","6742.07"
"0196bafd-fbaa-4483-942f-3d699aa73477","ycarr@example.com","Susan","Avery","001-478-213-0344x112","13763 Kevin Ford","NULL","Port Anthony","NV","91474","US","2024-03-09 23:06:11","2024-03-09 23:06:11","1","New","4684.17"
"0199354e-293d-4e3e-bb68-3461334cb876","ivan13@example.net","Gregory","Houston","479-485-2872","092 Williams Fields","NULL","West Ronaldside","MN","46740","US","2024-10-12 19:58:50","2024-10-12 19:58:50","1","New","7975.44"
"0199b470-09d5-4c1f-80d3-de658c6440e0","patrick91@example.org","Ethan","House","001-779-702-8710","519 King Walks Apt. 997","NULL","Jamesborough","MD","30563","US","2024-04-15 11:04:55","2024-04-15 11:04:55","1","Medium Value","3756.02"
"01a0fd81-f683-44be-890f-5d0c5d7770a3","jeremylee@example.net","Thomas","Hansen","+1-698-288-8887","092 Davis Route","NULL","Mirandaport","NM","22733","US","2024-10-08 10:48:08","2024-10-08 10:48:08","1","New","2124.71"
"01ae0446-c6d4-4e0b-b140-7dab7e999c81","martinbenjamin@example.com","Cameron","Snyder","001-512-793-4620","09185 Cheyenne Glen Apt. 385","NULL","Clarktown","AK","77657","US","2025-03-27 14:07:53","2025-03-27 14:07:53","1","Medium Value","917.87"
"01ae47b7-53e2-42fd-b31a-072d6181094d","robert89@example.com","Robin","Campbell","(361)540-6341x0398","73442 Kimberly Alley Apt. 614","NULL","Antoniofort","VA","24267","US","2024-02-02 10:30:31","2024-02-02 10:30:31","1","Low Value","4438.15"
"01b585bc-35e2-49aa-99b5-64a9cb43f6c7","valerieharris@example.net","Phyllis","Villarreal","534-855-0936","4854 Linda Falls","NULL","Tamaraport","AS","25041","US","2025-11-29 09:50:14","2025-11-29 09:50:14","1","New","9275.73"
"01b873c4-1fd5-42b7-987c-2bdff6aef9d7","zwhite@example.org","Shannon","Burke","4535573215","1153 Fernandez Field Suite 465","NULL","East Kellyberg","PA","99604","US","2024-04-12 22:25:05","2024-04-12 22:25:05","1","Low Value","1996.30"
"01c38a12-80aa-4ed4-89ca-91b1dffddbcb","jmorris@example.com","Heidi","Edwards","8938642218","3262 Daniel Fields Suite 746","NULL","Port Leah","NV","94121","US","2024-06-02 10:13:43","2024-06-02 10:13:43","1","At Risk","1183.68"
"01c999fb-6bc7-40fd-94b4-ce04b285a11e","michellebaker@example.net","Thomas","Hanson","+1-716-703-1976x774","51281 Ware Mount Apt. 716","NULL","Krystalland","ND","60013","US","2024-04-08 04:14:20","2024-04-08 04:14:20","1","At Risk","7907.43"
"01d2b0b1-b81a-4096-b6c8-9c759cd4c53a","kelli98@example.net","Travis","Smith","485.762.9183","50413 Thomas Rapids Apt. 031","NULL","Walshchester","WY","95201","US","2024-08-17 03:42:56","2024-08-17 03:42:56","1","High Value","3469.13"
"01de56a0-8676-4f9d-8a0b-cb8549fec7e0","fhill@example.org","Justin","Brown","(295)831-6693x00267","018 William Road Suite 919","NULL","North William","VI","66932","US","2024-07-19 18:25:27","2024-07-19 18:25:27","1","High Value","4811.93"
"01e13133-e65d-4a95-8df7-5007f2f9ea0e","richardsondavid@example.org","Sheri","Greene","+1-955-497-2066","6289 Luke Station","NULL","Millertown","IL","61059","US","2024-09-01 19:01:48","2024-09-01 19:01:48","1","Low Value","538.55"
"01e73054-b004-478f-a0cd-22d521890eff","oweaver@example.com","Mark","Patton","756.221.5085x227","507 Rhonda Motorway Suite 475","NULL","Miaside","IL","44727","US","2025-01-15 06:43:45","2025-01-15 06:43:45","1","Medium Value","8945.17"
"01ee2f36-19d6-41ad-99ef-7d3ffcc8df4e","franklinlisa@example.net","Christine","Lewis","687-326-7540x7201","939 Lisa Hill","NULL","Williamsport","WA","55406","US","2024-09-03 14:56:25","2024-09-03 14:56:25","1","New","1576.27"
"01fdc860-690b-4746-821f-d04670b81318","rgordon@example.net","Victoria","Guzman","(877)329-2363","1863 Alexander Brook","NULL","South Cheryl","SD","26852","US","2024-08-19 13:41:11","2024-08-19 13:41:11","1","High Value","5975.37"
"02066c9f-4b04-4025-91b3-7ceb078ff110","diana99@example.net","Christopher","Church","+1-774-359-1391x024","1770 Donald Villages","NULL","Wadetown","PW","39706","US","2024-05-20 10:07:55","2024-05-20 10:07:55","1","At Risk","6777.51"
"020a9e89-798c-4928-9657-aea1035164a7","ijackson@example.com","Kyle","Woods","001-411-347-9588","461 Ashley Springs Suite 418","NULL","East Tina","TN","83204","US","2024-03-09 16:42:17","2024-03-09 16:42:17","1","At Risk","208.45"
"0214ef87-3376-4b27-b505-5694147dee68","vdiaz@example.net","Richard","Miller","(280)604-8234x93738","96848 Buckley Lakes","NULL","Michelleburgh","IN","84013","US","2025-10-29 05:52:53","2025-10-29 05:52:53","1","Medium Value","2466.37"
"0215985b-1668-43a6-b527-e69385bfd56c","sarahale@example.org","Don","Shields","(720)968-0864x521","795 Edward Corner","NULL","West Danielburgh","WY","38637","US","2024-06-19 05:46:03","2024-06-19 05:46:03","1","At Risk","5802.63"
"0218e91d-bd95-4622-8bf6-b64952c2c282","sandramerritt@example.com","Christina","King","658-356-1408x23496","48126 Allison Manor","NULL","Josephport","FM","09903","US","2025-07-01 00:59:33","2025-07-01 00:59:33","1","High Value","4173.55"
"021b33a6-7307-471a-aec3-e1ea9a1f4025","moyermatthew@example.org","Micheal","Hughes","(266)343-4721","50520 Drew Branch Suite 623","NULL","Monicaburgh","OH","12820","US","2024-11-04 02:35:34","2024-11-04 02:35:34","1","At Risk","4116.63"
"0221b138-3cfd-4f97-b9f1-4a6bb3c5959a","davidsonjamie@example.com","Cindy","Hernandez","601-837-9276x8502","18115 Brewer Islands Apt. 509","NULL","Scottfurt","ND","75053","US","2025-01-20 07:41:25","2025-01-20 07:41:25","1","Medium Value","7226.49"
"022b025d-7b4f-456b-a7fe-5e3a9aa57660","annettesimpson@example.com","Julie","King","608.571.7473x373","78496 Cooper Forge Suite 069","NULL","West Susan","SC","55000","US","2025-02-20 02:03:56","2025-02-20 02:03:56","1","At Risk","6221.79"
"022c42d3-7f51-4bd0-a844-8cb649d00c18","ballardwayne@example.org","John","Chavez","001-345-651-1326x332","66819 Daniel Field","NULL","West Rebeccatown","NE","32158","US","2025-06-02 01:12:29","2025-06-02 01:12:29","1","Low Value","2756.20"
"022e786c-8ff3-47a5-8730-178bd5d63819","knoble@example.org","Teresa","Jordan","940.605.3350x73089","03522 Ronald Mills Apt. 497","NULL","Muellerchester","WY","31649","US","2025-01-28 19:11:12","2025-01-28 19:11:12","1","High Value","8379.62"
"0237d380-492a-413f-b5b1-945b6bd86cb6","larry58@example.org","Anthony","Blackwell","819.321.6083x37762","8114 Noah Valleys","NULL","North Ryanview","NC","80428","US","2024-09-27 02:40:05","2024-09-27 02:40:05","1","At Risk","4170.01"
"023a309c-87be-4f7b-aef1-f4c0d82c9f01","panderson@example.com","Aaron","Wright","001-684-455-5750x346","39077 Linda Causeway","NULL","Hicksberg","MD","19629","US","2024-05-19 01:33:33","2024-05-19 01:33:33","1","At Risk","5353.57"
"023b4a38-a432-4af8-a007-57c2ceb00f85","denise86@example.org","Matthew","Gonzalez","(449)345-3507x230","204 Joan Springs","NULL","Campbellview","ND","33424","US","2024-11-24 10:03:32","2024-11-24 10:03:32","1","High Value","146.39"
"023cffc1-aeeb-4863-96ce-fbbad87b869f","lowejeff@example.org","Kevin","Moore","684-399-5303x605","45948 Johnston Mountain Apt. 603","NULL","Lake Adrian","AK","66386","US","2026-01-01 08:36:51","2026-01-01 08:36:51","1","At Risk","1207.06"
"024aa2f9-91d3-4581-833a-59c44116c2fe","william61@example.com","Miranda","Adams","(310)379-5630","26900 Brown Oval","NULL","Brettburgh","AZ","77202","US","2024-06-09 18:50:56","2024-06-09 18:50:56","1","At Risk","8901.63"
"0252109f-aa68-40c2-8c6f-28afd58da121","hunterdavid@example.com","Samantha","Rocha","4017933047","929 Mcintosh Meadow","NULL","Madelineborough","OR","07400","US","2025-07-28 15:29:42","2025-07-28 15:29:42","1","Low Value","5586.04"
"025557fb-c1d6-494c-a299-b08d25db32d6","youngrichard@example.com","Jeffery","Edwards","(913)518-9891x617","3463 Bradley Parkway Suite 482","NULL","Lake Dana","MD","92393","US","2024-07-09 22:47:35","2024-07-09 22:47:35","1","At Risk","6072.87"
"025e5112-2e7f-4c46-8655-fc9d2b4a10c8","stacey60@example.com","Aaron","Gregory","848.552.2245x3788","39240 Page Burg","NULL","New Kristinetown","ID","19575","US","2025-07-22 23:07:54","2025-07-22 23:07:54","1","At Risk","6112.40"
"02671979-b6dc-481b-b748-7a4d75b42052","bdawson@example.org","Jessica","Watkins","803-258-0235","04136 Brittany Harbor Apt. 883","NULL","New Crystal","PA","99429","US","2025-08-26 12:17:34","2025-08-26 12:17:34","1","At Risk","666.04"
"02699db8-b011-4a76-bc58-ebabdabe81c2","antonio05@example.com","Colleen","Romero","+1-897-855-8820x6598","8655 Ricardo Plain Apt. 305","NULL","Robertton","PA","66266","US","2024-08-29 15:24:34","2024-08-29 15:24:34","1","New","2457.15"
"026ecb04-4594-4540-ba08-4499995d88f7","rwalters@example.org","Jasmine","Schmidt","(220)454-8555","8808 Robert Isle","NULL","Lake Donna","VI","53986","US","2025-08-06 02:08:23","2025-08-06 02:08:23","1","Medium Value","2900.27"
"02725fe7-c7d8-49bb-b755-837e94af77fa","kdiaz@example.com","Douglas","Dyer","236-280-6255x74640","316 Terry Ports","NULL","Thomasport","MT","15911","US","2024-04-05 04:29:58","2024-04-05 04:29:58","1","Low Value","1198.00"
"02748001-9e98-41e8-8ab7-a4441d5e8f89","riverajasmine@example.org","Lauren","Ortiz","(578)909-4999","81714 Harvey Highway","NULL","Lake Michelle","VT","16349","US","2024-03-15 20:25:27","2024-03-15 20:25:27","1","New","3738.52"
"0278c33d-239a-45a0-b59e-5532cbbcb050","rachaelbarrett@example.net","Justin","Nelson","(783)678-3209x0075","96396 Melinda Knolls Suite 566","NULL","West Matthewstad","MP","81721","US","2024-06-16 13:56:21","2024-06-16 13:56:21","1","New","3964.89"
"027ac586-1844-490e-a765-856867552a98","melissa22@example.net","David","Burgess","703.607.9444x09875","29036 Matthew Course Apt. 843","NULL","North Ana","ME","09476","US","2024-03-02 06:52:14","2024-03-02 06:52:14","1","High Value","326.49"
